"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"ENSG00000187815"	"ZFP69"	"protein_coding"
"ENSG00000187957"	"DNER"	"protein_coding"
"ENSG00000187961"	"KLHL17"	"protein_coding"
"ENSG00000188010"	"MORN2"	"protein_coding"
"ENSG00000188015"	"S100A3"	"protein_coding"
"ENSG00000188042"	"ARL4C"	"protein_coding"
"ENSG00000188060"	"RAB42"	"protein_coding"
"ENSG00000188092"	"GPR89B"	"protein_coding"
"ENSG00000188157"	"AGRN"	"protein_coding"
"ENSG00000188167"	"TMPPE"	"protein_coding"
"ENSG00000188177"	"ZC3H6"	"protein_coding"
"ENSG00000188219"	"POTEE"	"protein_coding"
"ENSG00000188290"	"HES4"	"protein_coding"
"ENSG00000188295"	"ZNF669"	"protein_coding"
"ENSG00000188306"	"LRRIQ4"	"protein_coding"
"ENSG00000188313"	"PLSCR1"	"protein_coding"
"ENSG00000188315"	"C3orf62"	"protein_coding"
"ENSG00000188338"	"SLC38A3"	"protein_coding"
"ENSG00000188452"	"CERKL"	"protein_coding"
"ENSG00000188529"	"SRSF10"	"protein_coding"
"ENSG00000188542"	"DUSP28"	"protein_coding"
"ENSG00000188610"	"FAM72B"	"protein_coding"
"ENSG00000188641"	"DPYD"	"protein_coding"
"ENSG00000188643"	"S100A16"	"protein_coding"
"ENSG00000188725"	"SMIM15"	"protein_coding"
"ENSG00000188738"	"FSIP2"	"protein_coding"
"ENSG00000188739"	"RBM34"	"protein_coding"
"ENSG00000188760"	"TMEM198"	"protein_coding"
"ENSG00000188761"	"BCL2L15"	"protein_coding"
"ENSG00000188786"	"MTF1"	"protein_coding"
"ENSG00000188807"	"TMEM201"	"protein_coding"
"ENSG00000188846"	"RPL14"	"protein_coding"
"ENSG00000188976"	"NOC2L"	"protein_coding"
"ENSG00000189045"	"ANKDD1B"	"protein_coding"
"ENSG00000189171"	"S100A13"	"protein_coding"
"ENSG00000189184"	"PCDH18"	"protein_coding"
"ENSG00000189195"	"BTBD8"	"protein_coding"
"ENSG00000189223"	"PAX8-AS1"	"lncRNA"
"ENSG00000189266"	"PNRC2"	"protein_coding"
"ENSG00000189308"	"LIN54"	"protein_coding"
"ENSG00000189337"	"KAZN"	"protein_coding"
"ENSG00000189339"	"SLC35E2B"	"protein_coding"
"ENSG00000189362"	"NEMP2"	"protein_coding"
"ENSG00000189410"	"SH2D5"	"protein_coding"
"ENSG00000196083"	"IL1RAP"	"protein_coding"
"ENSG00000196141"	"SPATS2L"	"protein_coding"
"ENSG00000196151"	"WDSUB1"	"protein_coding"
"ENSG00000196154"	"S100A4"	"protein_coding"
"ENSG00000196159"	"FAT4"	"protein_coding"
"ENSG00000196182"	"STK40"	"protein_coding"
"ENSG00000196187"	"TMEM63A"	"protein_coding"
"ENSG00000196189"	"SEMA4A"	"protein_coding"
"ENSG00000196208"	"GREB1"	"protein_coding"
"ENSG00000196220"	"SRGAP3"	"protein_coding"
"ENSG00000196290"	"NIF3L1"	"protein_coding"
"ENSG00000196352"	"CD55"	"protein_coding"
"ENSG00000196353"	"CPNE4"	"protein_coding"
"ENSG00000196369"	"SRGAP2B"	"protein_coding"
"ENSG00000196418"	"ZNF124"	"protein_coding"
"ENSG00000196428"	"TSC22D2"	"protein_coding"
"ENSG00000196449"	"YRDC"	"protein_coding"
"ENSG00000196455"	"PIK3R4"	"protein_coding"
"ENSG00000196503"	"ARL9"	"protein_coding"
"ENSG00000196504"	"PRPF40A"	"protein_coding"
"ENSG00000196505"	"GDAP2"	"protein_coding"
"ENSG00000196517"	"SLC6A9"	"protein_coding"
"ENSG00000196526"	"AFAP1"	"protein_coding"
"ENSG00000196542"	"SPTSSB"	"protein_coding"
"ENSG00000196549"	"MME"	"protein_coding"
"ENSG00000196550"	"FAM72A"	"protein_coding"
"ENSG00000196604"	"POTEF"	"protein_coding"
"ENSG00000196639"	"HRH1"	"protein_coding"
"ENSG00000196656"	""	"transcribed_processed_pseudogene"
"ENSG00000196659"	"IFT70B"	"protein_coding"
"ENSG00000196670"	"ZFP62"	"protein_coding"
"ENSG00000196754"	"S100A2"	"protein_coding"
"ENSG00000196776"	"CD47"	"protein_coding"
"ENSG00000196782"	"MAML3"	"protein_coding"
"ENSG00000196810"	"CTBP1-DT"	"lncRNA"
"ENSG00000196843"	"ARID5A"	"protein_coding"
"ENSG00000196872"	"CRACDL"	"protein_coding"
"ENSG00000196890"	"H2BC26"	"protein_coding"
"ENSG00000196912"	"ANKRD36B"	"protein_coding"
"ENSG00000196950"	"SLC39A10"	"protein_coding"
"ENSG00000196951"	"SCOC-AS1"	"lncRNA"
"ENSG00000196975"	"ANXA4"	"protein_coding"
"ENSG00000196981"	"WDR5B"	"protein_coding"
"ENSG00000197056"	"ZMYM1"	"protein_coding"
"ENSG00000197106"	"SLC6A17"	"protein_coding"
"ENSG00000197121"	"PGAP1"	"protein_coding"
"ENSG00000197147"	"LRRC8B"	"protein_coding"
"ENSG00000197208"	"SLC22A4"	"protein_coding"
"ENSG00000197223"	"C1D"	"protein_coding"
"ENSG00000197226"	"TBC1D9B"	"protein_coding"
"ENSG00000197312"	"DDI2"	"protein_coding"
"ENSG00000197323"	"TRIM33"	"protein_coding"
"ENSG00000197329"	"PELI1"	"protein_coding"
"ENSG00000197385"	"ZNF860"	"protein_coding"
"ENSG00000197386"	"HTT"	"protein_coding"
"ENSG00000197415"	"VEPH1"	"protein_coding"
"ENSG00000197429"	"IPP"	"protein_coding"
"ENSG00000197472"	"ZNF695"	"protein_coding"
"ENSG00000197530"	"MIB2"	"protein_coding"
"ENSG00000197548"	"ATG7"	"protein_coding"
"ENSG00000197557"	"IFT70A"	"protein_coding"
"ENSG00000197568"	"ANKRD13C-DT"	"lncRNA"
"ENSG00000197603"	"CPLANE1"	"protein_coding"
"ENSG00000197622"	"CDC42SE1"	"protein_coding"
"ENSG00000197712"	"FAM114A1"	"protein_coding"
"ENSG00000197713"	"RPE"	"protein_coding"
"ENSG00000197747"	"S100A10"	"protein_coding"
"ENSG00000197756"	"RPL37A"	"protein_coding"
"ENSG00000197763"	"TXNRD3"	"protein_coding"
"ENSG00000197780"	"TAF13"	"protein_coding"
"ENSG00000197785"	"ATAD3A"	"protein_coding"
"ENSG00000197822"	"OCLN"	"protein_coding"
"ENSG00000197852"	"INKA2"	"protein_coding"
"ENSG00000197885"	"NKIRAS1"	"protein_coding"
"ENSG00000197894"	"ADH5"	"protein_coding"
"ENSG00000197948"	"FCHSD1"	"protein_coding"
"ENSG00000197956"	"S100A6"	"protein_coding"
"ENSG00000197965"	"MPZL1"	"protein_coding"
"ENSG00000197982"	"C1orf122"	"protein_coding"
"ENSG00000197989"	"SNHG12"	"lncRNA"
"ENSG00000198055"	"GRK6"	"protein_coding"
"ENSG00000198130"	"HIBCH"	"protein_coding"
"ENSG00000198142"	"SOWAHC"	"protein_coding"
"ENSG00000198160"	"MIER1"	"protein_coding"
"ENSG00000198162"	"MAN1A2"	"protein_coding"
"ENSG00000198189"	"HSD17B11"	"protein_coding"
"ENSG00000198198"	"SZT2"	"protein_coding"
"ENSG00000198218"	"QRICH1"	"protein_coding"
"ENSG00000198301"	"SDAD1"	"protein_coding"
"ENSG00000198369"	"SPRED2"	"protein_coding"
"ENSG00000198380"	"GFPT1"	"protein_coding"
"ENSG00000198399"	"ITSN2"	"protein_coding"
"ENSG00000198406"	"BZW1P2"	"processed_pseudogene"
"ENSG00000198468"	"FLVCR1-DT"	"lncRNA"
"ENSG00000198483"	"ANKRD35"	"protein_coding"
"ENSG00000198492"	"YTHDF2"	"protein_coding"
"ENSG00000198498"	"TMA16"	"protein_coding"
"ENSG00000198520"	"ARMH1"	"protein_coding"
"ENSG00000198522"	"GPN1"	"protein_coding"
"ENSG00000198585"	"NUDT16"	"protein_coding"
"ENSG00000198586"	"TLK1"	"protein_coding"
"ENSG00000198589"	"LRBA"	"protein_coding"
"ENSG00000198590"	"APRG1"	"lncRNA"
"ENSG00000198612"	"COPS8"	"protein_coding"
"ENSG00000198625"	"MDM4"	"protein_coding"
"ENSG00000198648"	"STK39"	"protein_coding"
"ENSG00000198691"	"ABCA4"	"protein_coding"
"ENSG00000198700"	"IPO9"	"protein_coding"
"ENSG00000198715"	"GLMP"	"protein_coding"
"ENSG00000198744"	"MTCO3P12"	"unprocessed_pseudogene"
"ENSG00000198746"	"GPATCH3"	"protein_coding"
"ENSG00000198756"	"COLGALT2"	"protein_coding"
"ENSG00000198771"	"RCSD1"	"protein_coding"
"ENSG00000198793"	"MTOR"	"protein_coding"
"ENSG00000198799"	"LRIG2"	"protein_coding"
"ENSG00000198815"	"FOXJ3"	"protein_coding"
"ENSG00000198830"	"HMGN2"	"protein_coding"
"ENSG00000198835"	"GJC2"	"protein_coding"
"ENSG00000198836"	"OPA1"	"protein_coding"
"ENSG00000198837"	"DENND4B"	"protein_coding"
"ENSG00000198841"	"KTI12"	"protein_coding"
"ENSG00000198843"	"SELENOT"	"protein_coding"
"ENSG00000198856"	"OSTC"	"protein_coding"
"ENSG00000198860"	"TSEN15"	"protein_coding"
"ENSG00000198885"	"ITPRIPL1"	"protein_coding"
"ENSG00000198890"	"PRMT6"	"protein_coding"
"ENSG00000198892"	"SHISA4"	"protein_coding"
"ENSG00000198912"	"C1orf174"	"protein_coding"
"ENSG00000198919"	"DZIP3"	"protein_coding"
"ENSG00000198925"	"ATG9A"	"protein_coding"
"ENSG00000198929"	"NOS1AP"	"protein_coding"
"ENSG00000198939"	"ZFP2"	"protein_coding"
"ENSG00000198948"	"MFAP3L"	"protein_coding"
"ENSG00000198952"	"SMG5"	"protein_coding"
"ENSG00000198961"	"PJA2"	"protein_coding"
"ENSG00000199377"	"RNU5F-1"	"snRNA"
"ENSG00000199459"	"Y_RNA"	"misc_RNA"
"ENSG00000199460"	"RNU6-1216P"	"snRNA"
"ENSG00000199545"	"RNA5SP195"	"rRNA_pseudogene"
"ENSG00000199872"	"RNU6-942P"	"snRNA"
"ENSG00000199879"	"RNVU1-22"	"snRNA"
"ENSG00000199994"	"RNA5SP145"	"rRNA_pseudogene"
"ENSG00000200086"	"RNU6-433P"	"snRNA"
"ENSG00000200087"	"SNORA73B"	"snoRNA"
"ENSG00000200169"	"RNU5D-1"	"snRNA"
"ENSG00000200350"	"RNU6-1285P"	"snRNA"
"ENSG00000200403"	"RNU6-1099P"	"snRNA"
"ENSG00000200488"	"RN7SKP203"	"misc_RNA"
"ENSG00000200718"	"RN7SKP103"	"misc_RNA"
"ENSG00000200913"	"SNORD46"	"snoRNA"
"ENSG00000200959"	"SNORA74A"	"snoRNA"
"ENSG00000201003"	""	"snoRNA"
"ENSG00000201217"	"Y_RNA"	"misc_RNA"
"ENSG00000201321"	"RNA5S9"	"rRNA"
"ENSG00000201343"	"Y_RNA"	"misc_RNA"
"ENSG00000201470"	"RNY4P7"	"misc_RNA"
"ENSG00000201649"	"RNY4P34"	"misc_RNA"
"ENSG00000201822"	"RNA5SP149"	"rRNA_pseudogene"
"ENSG00000201944"	"SNORA72"	"snoRNA"
"ENSG00000202078"	"Y_RNA"	"misc_RNA"
"ENSG00000202184"	"RNU6-1283P"	"snRNA"
"ENSG00000202222"	"Y_RNA"	"misc_RNA"
"ENSG00000202415"	"RN7SKP269"	"misc_RNA"
"ENSG00000202512"	"RN7SKP230"	"misc_RNA"
"ENSG00000203288"	"TDRKH-AS1"	"lncRNA"
"ENSG00000203327"	""	"lncRNA"
"ENSG00000203635"	""	"lncRNA"
"ENSG00000203644"	""	"lncRNA"
"ENSG00000203647"	""	"processed_pseudogene"
"ENSG00000203666"	"EFCAB2"	"protein_coding"
"ENSG00000203667"	"COX20"	"protein_coding"
"ENSG00000203668"	"CHML"	"protein_coding"
"ENSG00000203697"	"CAPN8"	"protein_coding"
"ENSG00000203705"	"TATDN3"	"protein_coding"
"ENSG00000203709"	"MIR29B2CHG"	"lncRNA"
"ENSG00000203721"	"LINC00862"	"lncRNA"
"ENSG00000203724"	"C1orf53"	"protein_coding"
"ENSG00000203737"	"GPR52"	"protein_coding"
"ENSG00000203739"	"PRDX6-AS1"	"lncRNA"
"ENSG00000203804"	"ADAMTSL4-AS1"	"lncRNA"
"ENSG00000203811"	"H3C14"	"protein_coding"
"ENSG00000203814"	"H2BC18"	"protein_coding"
"ENSG00000203852"	"H3C15"	"protein_coding"
"ENSG00000203865"	"ATP1A1-AS1"	"lncRNA"
"ENSG00000203943"	"SAMD13"	"protein_coding"
"ENSG00000203965"	"EFCAB7"	"protein_coding"
"ENSG00000203995"	"ZYG11A"	"protein_coding"
"ENSG00000204060"	"FOXO6"	"protein_coding"
"ENSG00000204084"	"INPP5B"	"protein_coding"
"ENSG00000204099"	"NEU4"	"protein_coding"
"ENSG00000204104"	"TRAF3IP1"	"protein_coding"
"ENSG00000204120"	"GIGYF2"	"protein_coding"
"ENSG00000204128"	"C2orf72"	"protein_coding"
"ENSG00000204138"	"PHACTR4"	"protein_coding"
"ENSG00000204160"	"ZDHHC18"	"protein_coding"
"ENSG00000204178"	"MACO1"	"protein_coding"
"ENSG00000204186"	"ZDBF2"	"protein_coding"
"ENSG00000204217"	"BMPR2"	"protein_coding"
"ENSG00000204219"	"TCEA3"	"protein_coding"
"ENSG00000204253"	"HNRNPCP2"	"processed_pseudogene"
"ENSG00000204262"	"COL5A2"	"protein_coding"
"ENSG00000204311"	"PJVK"	"protein_coding"
"ENSG00000204334"	"ERICH2"	"protein_coding"
"ENSG00000204406"	"MBD5"	"protein_coding"
"ENSG00000204588"	"LINC01123"	"lncRNA"
"ENSG00000204634"	"TBC1D8"	"protein_coding"
"ENSG00000204685"	"STARD7-AS1"	"lncRNA"
"ENSG00000204745"	""	"transcribed_unprocessed_pseudogene"
"ENSG00000204843"	"DCTN1"	"protein_coding"
"ENSG00000204859"	"ZBTB48"	"protein_coding"
"ENSG00000204923"	"FBXO48"	"protein_coding"
"ENSG00000204929"	"LINC02934"	"lncRNA"
"ENSG00000204956"	"PCDHGA1"	"protein_coding"
"ENSG00000205089"	"CCNI2"	"protein_coding"
"ENSG00000205090"	"TMEM240"	"protein_coding"
"ENSG00000205116"	"TMEM88B"	"protein_coding"
"ENSG00000205208"	"C4orf46"	"protein_coding"
"ENSG00000205221"	"VIT"	"protein_coding"
"ENSG00000205302"	"SNX2"	"protein_coding"
"ENSG00000205334"	"LINC01460"	"lncRNA"
"ENSG00000205639"	"MFSD2B"	"protein_coding"
"ENSG00000205795"	"CYS1"	"protein_coding"
"ENSG00000205981"	"DNAJC19"	"protein_coding"
"ENSG00000206262"	"FOXL2NB"	"protein_coding"
"ENSG00000206417"	"H1-10-AS1"	"lncRNA"
"ENSG00000206527"	"HACD2"	"protein_coding"
"ENSG00000206530"	"CFAP44"	"protein_coding"
"ENSG00000206535"	"LNP1"	"protein_coding"
"ENSG00000206559"	"ZCWPW2"	"protein_coding"
"ENSG00000206560"	"ANKRD28"	"protein_coding"
"ENSG00000206562"	"METTL6"	"protein_coding"
"ENSG00000206567"	""	"lncRNA"
"ENSG00000206573"	"THUMPD3-AS1"	"lncRNA"
"ENSG00000206585"	"RNVU1-7"	"snRNA"
"ENSG00000206601"	"RNU6-431P"	"snRNA"
"ENSG00000206633"	"SNORA80B"	"snoRNA"
"ENSG00000206652"	"RNU1-1"	"snRNA"
"ENSG00000206675"	"RNU6-32P"	"snRNA"
"ENSG00000206728"	"Y_RNA"	"misc_RNA"
"ENSG00000206932"	"RNU6-4P"	"snRNA"
"ENSG00000207005"	"RNU1-2"	"snRNA"
"ENSG00000207088"	"SNORA7B"	"snoRNA"
"ENSG00000207181"	"SNORA14B"	"snoRNA"
"ENSG00000207205"	"RNVU1-15"	"snRNA"
"ENSG00000207234"	"RNU6-125P"	"snRNA"
"ENSG00000207293"	"Y_RNA"	"misc_RNA"
"ENSG00000207370"	"Y_RNA"	"misc_RNA"
"ENSG00000207475"	"SNORA80E"	"snoRNA"
"ENSG00000207650"	"MIR570"	"miRNA"
"ENSG00000207963"	"MIR569"	"miRNA"
"ENSG00000208772"	"SNORD94"	"snoRNA"
"ENSG00000211452"	"DIO1"	"protein_coding"
"ENSG00000211454"	"AKR7L"	"protein_coding"
"ENSG00000211456"	"SACM1L"	"protein_coding"
"ENSG00000211460"	"TSN"	"protein_coding"
"ENSG00000212283"	"SNORD89"	"snoRNA"
"ENSG00000212493"	"SNORD19"	"snoRNA"
"ENSG00000212534"	"SNORD70"	"snoRNA"
"ENSG00000212916"	"MAP10"	"protein_coding"
"ENSG00000213036"	""	"processed_pseudogene"
"ENSG00000213047"	"DENND1B"	"protein_coding"
"ENSG00000213057"	"C1orf220"	"lncRNA"
"ENSG00000213062"	""	"lncRNA"
"ENSG00000213064"	"SFT2D2"	"protein_coding"
"ENSG00000213082"	"PPP1R14BP2"	"processed_pseudogene"
"ENSG00000213085"	"CFAP45"	"protein_coding"
"ENSG00000213090"	"SCYL2P1"	"processed_pseudogene"
"ENSG00000213123"	"DYNLT2B"	"protein_coding"
"ENSG00000213139"	"CRYGS"	"protein_coding"
"ENSG00000213160"	"KLHL23"	"protein_coding"
"ENSG00000213169"	"RPL8P4"	"processed_pseudogene"
"ENSG00000213186"	"TRIM59"	"protein_coding"
"ENSG00000213190"	"MLLT11"	"protein_coding"
"ENSG00000213197"	"NUDCP1"	"processed_pseudogene"
"ENSG00000213281"	"NRAS"	"protein_coding"
"ENSG00000213300"	"HNRNPA3P6"	"processed_pseudogene"
"ENSG00000213337"	"ANKRD39"	"protein_coding"
"ENSG00000213366"	"GSTM2"	"protein_coding"
"ENSG00000213453"	"FTH1P3"	"processed_pseudogene"
"ENSG00000213516"	"RBMXL1"	"protein_coding"
"ENSG00000213523"	"SRA1"	"protein_coding"
"ENSG00000213533"	"STIMATE"	"protein_coding"
"ENSG00000213540"	"TXN2P1"	"processed_pseudogene"
"ENSG00000213553"	"RPLP0P6"	"processed_pseudogene"
"ENSG00000213625"	"LEPROT"	"protein_coding"
"ENSG00000213639"	"PPP1CB"	"protein_coding"
"ENSG00000213672"	"NCKIPSD"	"protein_coding"
"ENSG00000213699"	"SLC35F6"	"protein_coding"
"ENSG00000213703"	"RPL13AP9"	"processed_pseudogene"
"ENSG00000213842"	"SUGT1P2"	"processed_pseudogene"
"ENSG00000213901"	"SLC23A3"	"protein_coding"
"ENSG00000213949"	"ITGA1"	"protein_coding"
"ENSG00000213963"	""	"lncRNA"
"ENSG00000214021"	"TTLL3"	"protein_coding"
"ENSG00000214114"	"MYCBP"	"protein_coding"
"ENSG00000214145"	"LINC00887"	"lncRNA"
"ENSG00000214146"	"LINC02026"	"lncRNA"
"ENSG00000214160"	"ALG3"	"protein_coding"
"ENSG00000214184"	"GCC2-AS1"	"lncRNA"
"ENSG00000214193"	"SH3D21"	"protein_coding"
"ENSG00000214295"	"FOXO1B"	"processed_pseudogene"
"ENSG00000214357"	"NEURL1B"	"protein_coding"
"ENSG00000214367"	"HAUS3"	"protein_coding"
"ENSG00000214485"	"RPL7P1"	"processed_pseudogene"
"ENSG00000214595"	"EML6"	"protein_coding"
"ENSG00000214694"	"ARHGEF33"	"protein_coding"
"ENSG00000214706"	"IFRD2"	"protein_coding"
"ENSG00000214773"	""	"lncRNA"
"ENSG00000215006"	"CHCHD2P2"	"processed_pseudogene"
"ENSG00000215014"	"SSU72-AS1"	"lncRNA"
"ENSG00000215375"	"MYL5"	"protein_coding"
"ENSG00000215717"	"TMEM167B"	"protein_coding"
"ENSG00000215784"	"FAM72D"	"protein_coding"
"ENSG00000215788"	"TNFRSF25"	"protein_coding"
"ENSG00000215795"	""	"processed_pseudogene"
"ENSG00000215808"	"LINC01139"	"lncRNA"
"ENSG00000215817"	"ZC3H11B"	"protein_coding"
"ENSG00000215840"	""	"processed_pseudogene"
"ENSG00000215845"	"TSTD1"	"protein_coding"
"ENSG00000215883"	"CYB5RL"	"protein_coding"
"ENSG00000215912"	"TTC34"	"protein_coding"
"ENSG00000215915"	"ATAD3C"	"protein_coding"
"ENSG00000218175"	""	"processed_pseudogene"
"ENSG00000218336"	"TENM3"	"protein_coding"
"ENSG00000218510"	"LINC00339"	"lncRNA"
"ENSG00000218682"	""	"processed_pseudogene"
"ENSG00000218739"	"CEBPZOS"	"protein_coding"
"ENSG00000219481"	"NBPF1"	"protein_coding"
"ENSG00000219626"	"FAM228B"	"protein_coding"
"ENSG00000220749"	"RPL21P28"	"processed_pseudogene"
"ENSG00000221545"	"MIR1255B2"	"miRNA"
"ENSG00000221823"	"PPP3R1"	"protein_coding"
"ENSG00000221886"	"FAM200C"	"protein_coding"
"ENSG00000221944"	"TIGD1"	"protein_coding"
"ENSG00000221953"	"LINC02897"	"lncRNA"
"ENSG00000221955"	"SLC12A8"	"protein_coding"
"ENSG00000221978"	"CCNL2"	"protein_coding"
"ENSG00000222005"	"LINC01118"	"lncRNA"
"ENSG00000222009"	"BTBD19"	"protein_coding"
"ENSG00000222020"	"HDAC4-AS1"	"lncRNA"
"ENSG00000222041"	"CYTOR"	"lncRNA"
"ENSG00000222112"	"RN7SKP16"	"misc_RNA"
"ENSG00000222345"	"SNORD19C"	"snoRNA"
"ENSG00000222467"	"Y_RNA"	"misc_RNA"
"ENSG00000222831"	"MIR1537"	"miRNA"
"ENSG00000223305"	"RN7SKP30"	"misc_RNA"
"ENSG00000223343"	""	"lncRNA"
"ENSG00000223393"	""	"lncRNA"
"ENSG00000223525"	"RABGAP1L-IT1"	"lncRNA"
"ENSG00000223599"	""	"processed_pseudogene"
"ENSG00000223653"	"BCL10-AS1"	"lncRNA"
"ENSG00000223725"	"MYOSLID-AS1"	"lncRNA"
"ENSG00000223745"	"CCDC18-AS1"	"lncRNA"
"ENSG00000223751"	""	"lncRNA"
"ENSG00000223760"	"MED15P9"	"transcribed_unprocessed_pseudogene"
"ENSG00000223764"	"LINC02593"	"lncRNA"
"ENSG00000223812"	"PYDC2-AS1"	"lncRNA"
"ENSG00000223861"	""	"processed_pseudogene"
"ENSG00000223960"	"CHROMR"	"lncRNA"
"ENSG00000224043"	"CCNT2-AS1"	"lncRNA"
"ENSG00000224051"	"CPTP"	"protein_coding"
"ENSG00000224063"	"CALCRL-AS1"	"lncRNA"
"ENSG00000224066"	""	"lncRNA"
"ENSG00000224080"	"UBE2FP1"	"processed_pseudogene"
"ENSG00000224094"	"RPS24P8"	"processed_pseudogene"
"ENSG00000224152"	"BAZ2B-AS1"	"lncRNA"
"ENSG00000224165"	"DNAJC27-AS1"	"lncRNA"
"ENSG00000224189"	"HAGLR"	"lncRNA"
"ENSG00000224209"	"LINC00466"	"lncRNA"
"ENSG00000224255"	"PDCL3P6"	"processed_pseudogene"
"ENSG00000224315"	"RPL7P7"	"processed_pseudogene"
"ENSG00000224358"	"TMCO1-AS1"	"lncRNA"
"ENSG00000224424"	"PRKAR2A-AS1"	"lncRNA"
"ENSG00000224442"	"RPL4P7"	"processed_pseudogene"
"ENSG00000224536"	"CSRP1-AS1"	"lncRNA"
"ENSG00000224577"	"LINC01117"	"lncRNA"
"ENSG00000224609"	"FGGY-DT"	"lncRNA"
"ENSG00000224616"	"RTCA-AS1"	"lncRNA"
"ENSG00000224660"	"SH3BP5-AS1"	"lncRNA"
"ENSG00000224687"	"RASAL2-AS1"	"lncRNA"
"ENSG00000224699"	"LAMTOR5-AS1"	"lncRNA"
"ENSG00000224822"	"THRB-IT1"	"lncRNA"
"ENSG00000224831"	"TMEM183BP"	"processed_pseudogene"
"ENSG00000224870"	"MRPL20-AS1"	"lncRNA"
"ENSG00000224875"	"EML4-AS1"	"lncRNA"
"ENSG00000224885"	"EIPR1-IT1"	"lncRNA"
"ENSG00000224895"	"VPS26BP1"	"processed_pseudogene"
"ENSG00000224986"	"PPP1R8P1"	"processed_pseudogene"
"ENSG00000225026"	"PFDN1P1"	"processed_pseudogene"
"ENSG00000225062"	"CATIP-AS1"	"lncRNA"
"ENSG00000225077"	"ICMT-DT"	"lncRNA"
"ENSG00000225082"	"DAP3P1"	"unprocessed_pseudogene"
"ENSG00000225138"	"SLC9A3-AS1"	"lncRNA"
"ENSG00000225265"	"TAF1A-AS1"	"lncRNA"
"ENSG00000225284"	""	"lncRNA"
"ENSG00000225285"	"LINC01770"	"lncRNA"
"ENSG00000225300"	""	"lncRNA"
"ENSG00000225439"	"BOLA3-DT"	"lncRNA"
"ENSG00000225447"	"RPS15AP10"	"processed_pseudogene"
"ENSG00000225506"	"CYP4A22-AS1"	"lncRNA"
"ENSG00000225518"	"LINC01703"	"lncRNA"
"ENSG00000225568"	""	"processed_pseudogene"
"ENSG00000225630"	"MTND2P28"	"unprocessed_pseudogene"
"ENSG00000225675"	"LRP8-DT"	"lncRNA"
"ENSG00000225697"	"SLC26A6"	"protein_coding"
"ENSG00000225733"	"FGD5-AS1"	"lncRNA"
"ENSG00000225762"	"LINC01389"	"lncRNA"
"ENSG00000225764"	"P3H2-AS1"	"lncRNA"
"ENSG00000225808"	"DNAJC19P5"	"processed_pseudogene"
"ENSG00000225828"	"FAM229A"	"protein_coding"
"ENSG00000225855"	"RUSC1-AS1"	"lncRNA"
"ENSG00000225880"	"LINC00115"	"lncRNA"
"ENSG00000225891"	"DHDDS-AS1"	"lncRNA"
"ENSG00000225900"	"HSPE1P13"	"processed_pseudogene"
"ENSG00000225953"	"SATB2-AS1"	"lncRNA"
"ENSG00000225972"	"MTND1P23"	"unprocessed_pseudogene"
"ENSG00000225991"	"RPL23AP34"	"processed_pseudogene"
"ENSG00000226029"	"LINC01772"	"lncRNA"
"ENSG00000226067"	"LINC00623"	"lncRNA"
"ENSG00000226084"	"RPL17P6"	"processed_pseudogene"
"ENSG00000226087"	""	"lncRNA"
"ENSG00000226124"	"FTCDNL1"	"protein_coding"
"ENSG00000226266"	""	"lncRNA"
"ENSG00000226276"	""	"lncRNA"
"ENSG00000226383"	"LINC01876"	"lncRNA"
"ENSG00000226396"	""	"processed_pseudogene"
"ENSG00000226410"	""	"processed_pseudogene"
"ENSG00000226419"	"SLC16A1-AS1"	"lncRNA"
"ENSG00000226479"	"TMEM185B"	"protein_coding"
"ENSG00000226498"	"RPSAP21"	"processed_pseudogene"
"ENSG00000226520"	"KIRREL1-IT1"	"lncRNA"
"ENSG00000226650"	"KIF4B"	"protein_coding"
"ENSG00000226663"	"MTND4P10"	"processed_pseudogene"
"ENSG00000226666"	"HSPA9P1"	"processed_pseudogene"
"ENSG00000226754"	"MAGOH-DT"	"lncRNA"
"ENSG00000226833"	"PPP1CB-DT"	"lncRNA"
"ENSG00000226835"	"ARHGAP29-AS1"	"lncRNA"
"ENSG00000226887"	"ERVMER34-1"	"protein_coding"
"ENSG00000226889"	"ATF6-DT"	"lncRNA"
"ENSG00000226913"	"BSN-DT"	"lncRNA"
"ENSG00000226928"	"RPS14P4"	"processed_pseudogene"
"ENSG00000226944"	"RNF207-AS1"	"lncRNA"
"ENSG00000226950"	"DANCR"	"lncRNA"
"ENSG00000227001"	"NBPF2P"	"unprocessed_pseudogene"
"ENSG00000227110"	"LMCD1-AS1"	"lncRNA"
"ENSG00000227124"	"ZNF717"	"protein_coding"
"ENSG00000227210"	"WDR35-DT"	"lncRNA"
"ENSG00000227252"	"COPS8-DT"	"lncRNA"
"ENSG00000227331"	"RPL7AP22"	"processed_pseudogene"
"ENSG00000227359"	"LINC02936"	"lncRNA"
"ENSG00000227398"	"KIF9-AS1"	"lncRNA"
"ENSG00000227533"	"SLC2A1-DT"	"lncRNA"
"ENSG00000227634"	"LINC01714"	"lncRNA"
"ENSG00000227740"	"LINC02803"	"lncRNA"
"ENSG00000227764"	"NTRAS"	"lncRNA"
"ENSG00000227773"	"ASH1L-IT1"	"lncRNA"
"ENSG00000227811"	"INKA2-AS1"	"lncRNA"
"ENSG00000227857"	""	"lncRNA"
